# SPOT, PRICE, DELTA, VEGA
7.167574720462597782e+01,7.997916291021347525e-04,-1.004424027167259537e+00,2.347003304879996755e+00
2.275889163789618408e+01,1.719501944155147299e+01,-1.001152453830832734e+00,8.768214051374814688e-02
3.962977489880644555e+01,2.417829550543560302e+00,-9.671771071686594556e-01,4.940251203543382097e+00
1.835904172852378835e+01,2.159490581821277289e+01,-1.001149620073939817e+00,7.074453511315341447e-02
4.299564545195381982e+01,1.281945103677944342e+00,-9.578768146340996825e-01,5.168720922572330068e+00
7.248481682507292589e+01,5.925376876083816597e-04,-1.004168261581786403e+00,2.173791333098987533e+00
3.613937449113964817e+01,4.370870210488750018e+00,-9.895357592697182625e-01,3.257308783250604023e+00
1.342915104433045848e+01,2.652475594319737340e+01,-1.001151792839256149e+00,5.171329982319174817e-02
6.645916243425075720e+01,3.078042858641956165e-03,-1.004724321959185263e+00,2.632000559542362339e+00
2.146045105112091278e+01,1.849346447244127845e+01,-1.001152242836830020e+00,8.266485919827058770e-02
5.137746994758693830e+01,2.196961801037707052e-01,-9.712619225899735698e-01,5.572898242371616462e+00
3.091765489564875224e+01,9.036598546733406678e+00,-1.001143596245293921e+00,1.196709253074869223e-01
3.920887615019730532e+01,2.606134954468779519e+00,-9.710525851134281794e-01,4.739255617747121896e+00
6.877870228792534135e+01,1.766720885696300642e-03,-1.001156260167528345e+00,3.497427718654523510e+00
5.191246237975001776e+01,1.953005242801540697e-01,-9.576938625329913801e-01,5.647920114401050462e+00
5.374280176525152797e+01,1.258821505909091254e-01,-9.683222155611641568e-01,5.185569031140184748e+00
2.040421196252318481e+01,1.954948159360617765e+01,-1.001163206807791806e+00,7.857769574405941426e-02
6.429395416400578256e+01,7.391102309995992506e-03,-9.914135981098224359e-01,3.925167226205117821e+00
6.759574837646793810e+01,2.926397215828671194e-03,-9.937211652317020638e-01,3.744729953551349411e+00
3.101049559057234717e+01,8.943406906633985187e+00,-1.001152933833898029e+00,1.195585008088190238e-01
3.475055696236806213e+00,3.647883332759045771e+01,-1.001149829643220190e+00,1.338096699341615944e-02
7.265305479199098215e+01,5.917036013083365204e-04,-1.000114232113017199e+00,2.842302816273966304e+00
3.625124425798925643e+01,4.287341715636128647e+00,-9.876212994546080814e-01,3.413541037346088380e+00
2.700817637279198991e+01,1.294579386061032267e+01,-1.001150725057121216e+00,1.040429780590988174e-01
1.555191253986638600e+01,2.440197666591722836e+01,-1.001153385993003297e+00,5.988665975340994735e-02
7.299299196628332709e+01,3.767869346093939394e-04,-1.003135782885884453e+00,2.656729158560497517e+00
2.435257543365931809e-01,3.971034725966434564e+01,-1.001153512378991639e+00,9.377179396493315637e-04
3.828980698475118061e+01,3.068797652528432618e+00,-9.770109092148118179e-01,4.557469633166222778e+00
8.538482762797023895e+00,3.141536660805531156e+01,-1.001157050018588679e+00,3.288014869078752928e-02
2.636850962261857489e+01,1.358535277037016265e+01,-1.001154906114196219e+00,1.015344722138609851e-01
1.084782387760786726e+01,2.910606951278426280e+01,-1.001152609093925783e+00,4.177048914638004096e-02
1.229197349354504532e+01,2.766189617207807316e+01,-1.001154765002493452e+00,4.733141474748900346e-02
7.314491083440783825e+01,4.207553731189310215e-04,-1.004099440726470949e+00,2.008723186464957955e+00
7.805119426028044316e+00,3.214875907016953960e+01,-1.001153631793135768e+00,3.005513881473213453e-02
8.670043340924582509e-01,3.908687016512608636e+01,-1.001152516267603154e+00,3.338475271890765581e-03
2.189565885878371532e+01,1.805827559971492136e+01,-1.001151648763283220e+00,8.431409113491980523e-02
4.658863513989248872e+01,6.293527212608225341e-01,-9.540611003459515960e-01,5.318380183244281412e+00
3.340835726195264499e+01,6.581671979770158387e+00,-9.994979788113180774e-01,8.479775408790429791e-01
1.502401525125156567e+01,2.492986683033601736e+01,-1.001153891649732897e+00,5.785135129613635380e-02
2.799739688058615883e+01,1.195656500428680502e+01,-1.001151244780184024e+00,1.078187291893624999e-01
4.912964095139108167e+01,3.634407088166252131e-01,-9.592847201652662248e-01,5.617809342919894533e+00
6.080262852765147841e+01,2.035289669216907779e-02,-9.898489920152029331e-01,4.394539584011575961e+00
1.297422044009839404e+01,2.697962362107540812e+01,-1.001156683620382459e+00,4.995974686650671986e-02
6.207059985146810277e+01,1.313147464550059804e-02,-9.917527605693160497e-01,4.159460022739208895e+00
1.586961210341897299e-01,3.979517649586406236e+01,-1.001155483171412008e+00,6.110749681977474231e-04
6.411587491403339811e+01,7.314830706780177383e-03,-9.923062933905077987e-01,3.442735515492870491e+00
1.341776092232143114e+00,3.861209383351891944e+01,-1.001156634919179833e+00,5.166646297362111930e-03
6.214346515459831721e+01,1.336095492072813910e-02,-9.930369826035437830e-01,4.485153436689528483e+00
6.212006669252183144e+01,1.198845153001247728e-02,-9.976938519789776416e-01,3.696038077271204703e+00
3.362149735216028290e+01,6.377276788171099220e+00,-9.989311512802557802e-01,1.054006637281030612e+00
2.163174430255502045e+01,1.832211406641447837e+01,-1.001155144661633800e+00,8.329728690626808651e-02
2.670657389532659920e+01,1.324728410329600869e+01,-1.001155031999106715e+00,1.028455236522648336e-01
4.175461645556106660e+00,3.577841818439151211e+01,-1.001152819518052794e+00,1.607798153553079493e-02
6.364346923053148686e+01,8.481892582577843162e-03,-9.987296580481058728e-01,3.342331771106191951e+00
7.018314357148028648e+01,1.521825977158796674e-03,-1.003427556892849681e+00,2.558240274161438510e+00
7.839878031682661685e+01,1.311205789575334226e-04,-1.004130319737763788e+00,2.218572623966123647e+00
6.606348945635181735e+01,4.491876424834048698e-03,-9.957737696851728382e-01,3.673202314449973471e+00
6.271422524881701577e+01,1.041414381379120006e-02,-9.970795849896487706e-01,3.610627594327276313e+00
7.355355336503620833e+01,6.316384799378918502e-04,-9.938868503941752364e-01,4.002839819246204023e+00
2.710893228182244030e+01,1.284492880619607824e+01,-1.001154939494025120e+00,1.043867161836056073e-01
3.308315284047025528e+01,6.891318910737955328e+00,-9.999519186720297048e-01,5.734946949299060126e-01
9.020543240522513884e+00,3.093331197266823906e+01,-1.001156422809711177e+00,3.473491567417695547e-02
6.787301748791723810e+01,2.834454904039320107e-03,-9.934466098847636317e-01,3.758655997268621540e+00
6.474553328969578558e+01,6.354067129835510967e-03,-9.933270331008021703e-01,4.147054608876441506e+00
6.731070918785222545e+01,2.654303706472302318e-03,-9.965856977923269744e-01,3.501294466740496603e+00
7.055725621935633285e+01,9.948759784580050395e-04,-9.984876906007648101e-01,3.963791265512176309e+00
3.711445491316699474e+01,3.729894528096978856e+00,-9.832058723437042680e-01,3.928595985292772319e+00
7.597724910449616686e+01,2.177631434465360303e-04,-1.001392655525263020e+00,2.889317558507628725e+00
1.502383488226971764e+01,2.493002266164753067e+01,-1.001155402192537069e+00,5.785527054484772974e-02
4.369756710583718728e+00,3.558411799712715151e+01,-1.001154068331100433e+00,1.682615272468482651e-02
4.321503087130160736e+00,3.563238814342955862e+01,-1.001149765482376885e+00,1.664119310829511450e-02
1.568081124172381102e+01,2.427310104911246924e+01,-1.001151972499077614e+00,6.038096944335138994e-02
6.191926960460877183e+01,1.366898593087870033e-02,-9.869858835277798281e-01,4.105324510976395835e+00
4.486644615183136864e+01,8.894852036703305709e-01,-9.507860825636199609e-01,5.310877860749202206e+00
7.774386270686342471e+01,4.584363095131251988e-05,-1.002518588718419146e+00,1.652074882370502928e+00
7.929785559257052086e-01,3.916089351040140798e+01,-1.001155401538016410e+00,3.053441402187797877e-03
3.761798897922959384e+01,3.425738862382434302e+00,-9.809281718948857920e-01,4.222675939901909814e+00
3.601630188566004875e+01,4.444425635045456957e+00,-9.888852889452204309e-01,3.173958182937195005e+00
6.159237506334689982e+01,1.616314692569194994e-02,-9.862113217110096697e-01,4.702245616844198395e+00
7.580942232758444277e+01,1.765255883808051725e-04,-1.003551058390049988e+00,1.811004641985641150e+00
5.472750871421627039e+01,9.483726446370259466e-02,-9.736258662202053049e-01,5.074792688770098259e+00
4.353204987103413259e+01,1.160613151245302399e+00,-9.578816481322408594e-01,5.247970404950604184e+00
7.168888400086190416e+01,5.749941734144761426e-04,-1.001537087001272752e+00,2.541341921537052073e+00
3.459422792852084427e+01,5.520396603727567353e+00,-9.952295179391831281e-01,2.027131591982071157e+00
7.469724187033320106e+01,2.938427456110118390e-04,-9.966529943874397057e-01,3.828509399600292795e+00
7.167682998728905375e+01,1.229518509684409452e-03,-1.003858440251014006e+00,2.894590620171511031e+00
1.898221258678321988e+01,2.097167944963349484e+01,-1.001153481723868088e+00,7.309335918941989307e-02
3.830907595950073841e+01,3.045623310853110333e+00,-9.776583917303811599e-01,4.500466954634113392e+00
1.730432280807206524e+01,2.264960868435653296e+01,-1.001151030927871721e+00,6.663454941549351584e-02
7.283226772883467959e+01,5.748006017334303212e-04,-1.003670243193652389e+00,2.023833371113038293e+00
8.055987522319778549e+00,3.189791552132796326e+01,-1.001150036440815905e+00,3.102564508412077038e-02
7.046827804264509609e+01,1.437900761774559433e-03,-1.002920667382191100e+00,2.913225853170564150e+00
2.583565124162553417e+01,1.411822426041283585e+01,-1.001153679470917712e+00,9.957220998599825013e-02
7.376111623226363179e+01,3.132524974690131152e-04,-1.002744417156354428e+00,1.569558529449802009e+00
6.696334530860053746e+01,2.947706777483975228e-03,-9.988015904266039913e-01,3.724612893352443166e+00
2.081149435889246391e+01,1.914236632517236103e+01,-1.001155045934493115e+00,8.013951367271213155e-02
2.922232571351890584e+01,1.073160280822562562e+01,-1.001152461046526998e+00,1.125801143082187927e-01
4.314980443702655322e+01,1.254703723958757955e+00,-9.542807497343073209e-01,5.143727764698732940e+00
3.650353112709932191e+01,4.105129350628700102e+00,-9.885441333727659208e-01,3.559312593447441664e+00
5.964417804915215982e+01,2.650823639932915754e-02,-9.838356302414005272e-01,4.627854165025559574e+00
7.477919245150873451e+01,3.701851941865563008e-04,-1.004694620767945690e+00,2.695224907483633636e+00
3.675468645791880817e+01,3.945756454312235206e+00,-9.866506108998550628e-01,3.791588579755309496e+00
3.718627341615234627e+01,3.683382752995372655e+00,-9.838459205838637756e-01,3.983420563529030733e+00
3.786473874833934872e+01,3.280585602685389013e+00,-9.816279521031597843e-01,4.292731551427567460e+00
7.541292067783609809e+01,2.629623771097523276e-04,-1.004643404357219660e+00,2.255992508283168441e+00
7.022091850643043642e+01,1.238767185008352164e-03,-1.000878418563882155e+00,3.120889228443250119e+00
2.360129571453114750e+01,1.635263759052815047e+01,-1.001151759275419106e+00,9.089497132875910823e-02
7.539201385193835847e+01,2.288917559346014560e-04,-9.983868705672638288e-01,2.775638109454641622e+00
4.231778210461349943e+01,1.474821453869011201e+00,-9.572343982484937674e-01,5.238844525175568201e+00
3.185569062732391643e+01,8.099316449157770492e+00,-1.001052188963299061e+00,1.448378868458714275e-01
3.520802476765503997e+01,5.039791932143202757e+00,-9.949425901073067902e-01,2.561117340028403966e+00
4.237809264237122164e+01,1.448084439521340805e+00,-9.598753049549101357e-01,5.148147384198243692e+00
1.845860876863808286e+01,2.149527459680438923e+01,-1.001153526921352066e+00,7.109434036447208338e-02
7.276233543201871612e+01,4.487760906113326333e-04,-1.004584188151019575e+00,2.643784104220639364e+00
5.333612550306128952e+01,1.417990176082754572e-01,-9.702134081169340174e-01,5.139911853566978550e+00
5.459550815590884554e+01,1.018397051214384591e-01,-9.759197360800483390e-01,5.108133396723557595e+00
9.520579496398084984e+00,3.043329975533101361e+01,-1.001153795063434382e+00,3.666027339004587077e-02
6.898339751501096373e+01,1.775586809991986899e-03,-1.003645051997537951e+00,3.426164101180285915e+00
1.226937074388983362e+01,2.768448939241254791e+01,-1.001155543040720408e+00,4.724441742256475785e-02
7.589229674810569293e+01,2.250227349850770467e-04,-9.990917436534584306e-01,2.783718097200332142e+00
3.938795991957245235e+01,2.524402742050257498e+00,-9.705580992236616522e-01,4.824473853730662398e+00
9.087076517078624960e+00,3.086678722910922801e+01,-1.001155506365998926e+00,3.499067958400892131e-02
7.556860962869092191e+01,3.275788620449231561e-04,-1.004819498311482873e+00,2.328634291524529942e+00
3.631885960663207413e+01,4.234383862836593515e+00,-9.888517389806756874e-01,3.447208212024182927e+00
1.759185089094114574e+01,2.236206223825224626e+01,-1.001152067936819323e+00,6.774719233339689117e-02
5.478889758885410188e+00,3.447496213605656123e+01,-1.001157883613830624e+00,2.109818609387264718e-02
1.212907880861235022e+01,2.782477122792097646e+01,-1.001155754957569144e+00,4.671397023881385113e-02
5.177668138834451383e+01,2.009276608704528566e-01,-9.559555071940536441e-01,5.605101923445963585e+00
6.490406035793148121e+00,3.346346294776796526e+01,-1.001154980388009319e+00,2.499250018232086062e-02
3.631792613766638311e+01,4.231626914384050586e+00,-9.880440162492448719e-01,3.518694962093256162e+00
4.468143916561784224e+00,3.548573300083872084e+01,-1.001153582988496549e+00,1.720499342836174367e-02
6.600274379828169913e+01,4.362934932884223599e-03,-1.000153680888318020e+00,3.272853304553581033e+00
5.232062711954853285e+01,1.725012050625759352e-01,-9.703748187303709027e-01,5.533236864331704474e+00
7.836912825410867356e+01,1.372549880813341027e-04,-1.002500199313721696e+00,2.234818784798537461e+00
1.721718044872346809e+00,3.823215285213827741e+01,-1.001155346944652358e+00,6.629718810216809165e-03
6.691865061138106796e+01,3.016281502733118153e-03,-1.000986786201778722e+00,3.301978745504041246e+00
7.158671917296912568e+01,8.116092782216390066e-04,-1.003742304771432226e+00,2.661896059986633478e+00
6.949885473387365664e+01,1.605023923162869626e-03,-1.003995248464495393e+00,2.377165940011233936e+00
2.337355526086938795e+01,1.658025869361713234e+01,-1.001156977156195449e+00,9.001038200918505539e-02
3.846225242851940607e+01,2.975396439037824692e+00,-9.759531089640091084e-01,4.532507638400836925e+00
1.633452274695790862e+01,2.361934602752357293e+01,-1.001154124957093217e+00,6.291699361263233814e-02
1.008616423619215219e+01,2.986769618335657839e+01,-1.001155666618706697e+00,3.883844402549080366e-02
6.377363261790138793e+00,3.357651125779990764e+01,-1.001154237559830351e+00,2.455663174615214592e-02
1.326423518784241473e+01,2.668959750601464975e+01,-1.001157164051325710e+00,5.108497771116686514e-02
1.807972317210724711e+01,2.187420037583456534e+01,-1.001151427083251555e+00,6.962867906986232314e-02
6.579472889602284624e+01,4.277731910817011117e-03,-1.003897912457691222e+00,2.792115409686217298e+00
2.796140388199306770e+01,1.199242606058112059e+01,-1.001155834752250673e+00,1.077361956139236271e-01
5.813316340998575527e+00,3.414057148230419614e+01,-1.001151919791382294e+00,2.238466467363614196e-02
7.173654152804843420e+01,6.373813586021921185e-04,-1.003503326721367106e+00,2.558620656066699528e+00
7.112873613454955546e+01,1.178508445405259536e-03,-9.990464690565173944e-01,3.349470720494839071e+00
2.297931734485710820e+01,1.697457140229756689e+01,-1.001153618915122001e+00,8.851037938516599646e-02
7.290685185009367331e+01,6.152938702805098130e-04,-1.004210933655126814e+00,2.213099040713836452e+00
3.611020250845641044e+01,4.375220809519102083e+00,-9.890734112043607640e-01,3.268088577491790492e+00
2.177102269616239028e+01,1.818276101153476887e+01,-1.001158607715852744e+00,8.383171835015387763e-02
5.105757717531214723e+01,2.381797571885006515e-01,-9.638956991355278614e-01,5.611959746733427679e+00
3.551196333984294995e+01,4.812705777038641664e+00,-9.914067392473077112e-01,2.925824316867571273e+00
1.484602392972754537e+01,2.510783144175512760e+01,-1.001155449552786791e+00,5.717438583624764176e-02
1.180094667246790685e+01,2.815295102060825272e+01,-1.001152133421056689e+00,4.544552994671859081e-02
6.126786399285186491e+01,1.648410666327931526e-02,-9.946198926219358416e-01,4.111386176347043175e+00
4.788909329720765840e+01,4.772940127070412486e-01,-9.543398096494118965e-01,5.508504059647162165e+00
7.475923638588676567e+01,3.078323081550071705e-04,-1.004346742922468616e+00,2.457795702688595707e+00
2.833616729344441865e+01,1.161801005830089650e+01,-1.001142638349445058e+00,1.094815102674163848e-01
2.586754099233959892e+01,1.408633032661081508e+01,-1.001154359018123774e+00,9.965041273918889830e-02
5.494004048872575652e+01,9.493429898527143418e-02,-9.668777925149287800e-01,5.105435740793601518e+00
5.590633449178206860e+01,6.818039262076212859e-02,-9.823340806212860210e-01,4.995201450488583106e+00
6.521832732905983221e+01,4.777300042205514206e-03,-1.003237962703571906e+00,2.638364700138041918e+00
8.250004326425681711e+00,3.170384785297247987e+01,-1.001156919384584842e+00,3.176805458758613643e-02
5.074337254363242522e+01,2.542202340656236070e-01,-9.692392464178422040e-01,5.487250650555024478e+00
3.164301733156912988e+01,8.311015795234256487e+00,-1.001168645174581373e+00,1.489812711833510550e-01
6.398147484584026046e+01,7.554621193677154255e-03,-1.003713719105308488e+00,3.104162766860938838e+00
4.287874425676755408e+01,1.321450146860361219e+00,-9.582587733487569759e-01,5.150216986977330436e+00
4.882567180930772111e+01,3.782283720031561769e-01,-9.648812237600716823e-01,5.541987055855186028e+00
3.908535660032407577e+01,2.666220991720229083e+00,-9.724429767194141538e-01,4.728097389735104628e+00
4.186595588346747832e+01,1.590343293609053354e+00,-9.613021654500595314e-01,5.029451779964372093e+00
3.472815179099089988e+01,5.415943942027296565e+00,-9.943992321332462136e-01,2.150460358501206759e+00
7.135175057879708049e+01,9.719599263990078486e-04,-1.001307325543546511e+00,3.718151030698428006e+00
5.732597467332184493e+01,4.847110032371981098e-02,-9.781509470272954365e-01,4.879893864325547170e+00
4.900329992100814280e+01,3.788909957269188666e-01,-9.567381114076773940e-01,5.660034349203224124e+00
1.186531496172513300e+01,2.808857087235613292e+01,-1.001152637426368397e+00,4.569939735266831393e-02
1.324193688294156956e+01,2.671194736899807509e+01,-1.001153556017031265e+00,5.099154297393058977e-02
4.432603319186226543e+01,9.837764307868377411e-01,-9.529382116977088701e-01,5.222397717896240188e+00
1.323930551971201908e+00,3.862994426564408457e+01,-1.001152964312574500e+00,5.097911525576691652e-03
1.638398062358118068e+01,2.356994121994002356e+01,-1.001151069608643418e+00,6.310820013469684020e-02
6.586070051314182194e+01,4.877184023630446244e-03,-1.002937962189345500e+00,3.583541014837607896e+00
4.232112806557185536e+01,1.469756377595717867e+00,-9.525150181994377352e-01,5.126635113068053862e+00
9.837753515312694930e+00,3.011612937225096687e+01,-1.001153482544701045e+00,3.788115843181473485e-02
3.451406168335577718e+01,5.601212222470132396e+00,-9.954573345722316224e-01,1.937630642387830893e+00
2.311048671543352029e+01,1.684337815656833470e+01,-1.001154817842291767e+00,8.899401952362179236e-02
7.117141189321128536e+01,8.072610052288041330e-04,-9.994805675807606482e-01,3.062292294531583803e+00
8.845527834971820269e+00,3.110830911059100146e+01,-1.001158483593602266e+00,3.406129420691354770e-02
4.114111878263413757e+01,1.837969667117181904e+00,-9.652825024050407654e-01,5.068588621673966621e+00
3.833955661951429761e+01,3.036451163664666719e+00,-9.783984876389368868e-01,4.495961915118667385e+00
4.883332308558523494e+01,3.919206225253386022e-01,-9.645912558353129107e-01,5.541067724764026536e+00
2.230314305592153090e+01,1.765073948602022114e+01,-1.001154063148722129e+00,8.588108647380597593e-02
4.331741251616688260e+01,1.215751900208030145e+00,-9.527538507381786426e-01,5.211639729387827380e+00
3.490595048212022533e+01,5.281281250647950287e+00,-9.942089884591207571e-01,2.350707903692937251e+00
3.097474743683121545e+01,8.979200797126640765e+00,-1.001147215480129082e+00,1.197159872002137998e-01
1.521559947147159697e+01,2.473826413055517648e+01,-1.001155115378240312e+00,5.858913555542366591e-02
3.047649044990016876e+01,9.477562339666008029e+00,-1.001148500189144919e+00,1.173726748947381271e-01
4.856800750592985594e+01,4.099668702828614397e-01,-9.575499865421998047e-01,5.545182792632862956e+00
3.524740095044660393e+01,5.015789962865069285e+00,-9.925938362956907568e-01,2.636651791199131623e+00
4.934421883757609351e+01,3.467580295868739060e-01,-9.653490158621002015e-01,5.631408751833347992e+00
4.630016864748195360e+01,6.743610933529159412e-01,-9.475855958587017236e-01,5.437350910714028984e+00
3.832276028898876064e+01,3.037270186588281629e+00,-9.766735096813514705e-01,4.497131441586762257e+00
4.272383648042227833e+01,1.363750554391373049e+00,-9.569697438266585587e-01,5.197757049853632516e+00
3.852253459950610193e+01,2.936267081378299615e+00,-9.771884995474107161e-01,4.523717273536364658e+00
7.594178764812123461e+01,3.033242466288324263e-04,-1.004643061414666638e+00,3.400879201707990074e+00
6.786018183013793248e+01,2.532626067897874884e-03,-9.966082247088944301e-01,3.441951450607871443e+00
6.208821495861214856e+01,1.313614054656471984e-02,-1.002769460677341629e+00,3.651946443272421128e+00
2.509034164045158377e+01,1.486367672501322268e+01,-1.001148696969327290e+00,9.661323413776251590e-02
2.777899523384763825e+01,1.217505055022379423e+01,-1.001147625922222728e+00,1.071553764007994319e-01
6.858096669172843463e+01,2.228152917426484778e-03,-1.004370428109827351e+00,2.969010384196806296e+00
7.148283644769361445e+01,6.605377673337841813e-04,-9.989695454498804805e-01,2.616579290701233074e+00
7.908753210801764055e+01,2.615253633331064540e-05,-1.002089403944390833e+00,7.237407352518171466e-01
7.832416672366450427e+01,1.547636243852065514e-04,-1.006749298158731154e+00,3.160008944319148583e+00
4.802558307884805799e+01,4.659286138890156304e-01,-9.578871333204835858e-01,5.515548880846077751e+00
2.335390199704352909e+01,1.659999241810827186e+01,-1.001153565160417758e+00,8.992790840203110370e-02
5.468263377455331309e+00,3.448560722362596209e+01,-1.001154909337350629e+00,2.105607202265032465e-02
6.090807649324784023e+01,1.808058425930198637e-02,-9.896941829400804913e-01,3.898823044261801485e+00
7.579734352255938745e+01,2.295532633565334558e-04,-1.002679947666652582e+00,1.337332417164772913e+00
6.330727854605443383e+01,8.959731296936265799e-03,-9.964170534621573649e-01,3.257672191496735703e+00
1.786392977920093728e+01,2.208988951236728226e+01,-1.001157025029909109e+00,6.881499145263442196e-02
4.272493299378244558e+01,1.364924586721999900e+00,-9.520321782911743691e-01,5.159513045315244462e+00
4.663058208532233095e+01,6.250330932622379931e-01,-9.483132812623270569e-01,5.415266640553382693e+00
6.796787987404110254e+01,2.171337181957264106e-03,-1.003696748145260775e+00,2.432765841497946280e+00
1.871170864879266205e+01,2.124215705431355516e+01,-1.001154749796409504e+00,7.206091184869035937e-02
5.209934116341329258e+01,1.830819903492750256e-01,-9.749203398749010097e-01,5.346730345991787203e+00
9.899235600292257686e+00,3.005461877852961550e+01,-1.001156372157143037e+00,3.811801077198952864e-02
1.101629874266638609e+00,3.885223968504345038e+01,-1.001157430697169115e+00,4.241942055769409338e-03
7.143309487278590098e+01,6.621474834267904348e-04,-9.972477505540571219e-01,3.134104691086268435e+00
